County Code,District Code,Subgroup ID,Test Id,Mean Scale Score,Total Tested At Entity Level,Total Tested with Scores,CAASPP Reported Enrollment,Students Tested,Students with Scores,Total Standard Exceeded,Total Standard Met,Total Standard Met and Above,Total Standard Nearly Met,Total Standard Not Met
1,61275,1,2,2616.5285714285715,11888.0,11872.0,3048.0,2972.0,2968.0,1824.0,661.0,2485.0,344.0,142.0
1,61291,1,1,2487.7285714285717,35896.0,35872.0,9236.0,8974.0,8968.0,1198.0,2285.0,3483.0,2237.0,3251.0
1,61291,1,2,2472.842857142857,35936.0,35896.0,9234.0,8984.0,8974.0,842.0,1457.0,2299.0,2617.0,4064.0
1,61309,1,1,2473.9428571428575,43216.0,43112.0,11104.0,10804.0,10778.0,991.0,2358.0,3349.0,3023.0,4429.0
1,61309,1,2,2468.9714285714285,43368.0,43328.0,11102.0,10842.0,10832.0,839.0,1657.0,2495.0,3210.0,5134.0
2,61333,1,2,2424.4,413.0,413.0,84.0,82.0,82.0,18.0,11.0,29.0,31.0,22.0
2,61333,1,1,2390.2,413.0,413.0,84.0,82.0,82.0,10.0,26.0,36.0,17.0,29.0
4,61382,1,2,2434.6,392.0,392.0,74.0,70.0,70.0,4.0,11.0,15.0,19.0,36.0
4,61382,1,1,2441.0,392.0,392.0,74.0,70.0,70.0,4.0,15.0,19.0,21.0,30.0
4,61408,1,2,2450.9,2328.0,2328.0,634.0,582.0,582.0,12.0,76.0,88.0,180.0,314.0
4,61408,1,1,2461.542857142857,2296.0,2288.0,636.0,574.0,572.0,50.0,122.0,172.0,146.0,254.0
4,61424,1,2,2512.2428571428572,48904.0,48872.0,12600.0,12226.0,12218.0,2242.0,2976.0,5216.0,3226.0,3782.0
4,61424,1,1,2516.328571428571,49008.0,48984.0,12602.0,12252.0,12246.0,2307.0,3952.0,6259.0,2955.0,3037.0
4,61432,1,2,2522.871428571429,4048.0,4048.0,1036.0,1012.0,1012.0,180.0,268.0,448.0,312.0,252.0
4,61432,1,1,2524.5,4064.0,4064.0,1036.0,1016.0,1016.0,180.0,374.0,554.0,248.0,214.0
4,61457,1,2,2418.1,455.0,455.0,110.0,105.0,105.0,5.0,18.0,23.0,18.0,64.0
4,61457,1,1,2412.2999999999997,462.0,462.0,110.0,107.0,107.0,1.0,22.0,23.0,26.0,58.0
4,61499,1,2,2531.6833333333334,1218.0,1218.0,368.0,348.0,348.0,96.0,90.0,186.0,110.0,52.0
4,61499,1,1,2509.6666666666665,1218.0,1218.0,368.0,348.0,348.0,70.0,120.0,190.0,74.0,84.0
4,61507,1,1,2448.116666666667,10598.0,10591.0,3086.0,3028.0,3026.0,196.0,624.0,820.0,768.0,1438.0
4,61507,1,2,2447.266666666667,10598.0,10542.0,3086.0,3028.0,3012.0,178.0,438.0,617.0,936.0,1476.0
4,61515,1,1,2587.9,960.0,958.0,1038.0,960.0,958.0,190.0,318.0,510.0,274.0,176.0
4,61515,1,2,2537.3,960.0,958.0,1038.0,960.0,958.0,32.0,162.0,194.0,230.0,536.0
4,61523,1,2,2441.266666666667,5621.0,5614.0,1732.0,1606.0,1604.0,58.0,194.0,252.0,498.0,856.0
4,61523,1,1,2458.25,5628.0,5628.0,1732.0,1608.0,1608.0,116.0,366.0,482.0,444.0,682.0
4,61531,1,2,2478.2571428571428,12656.0,12656.0,3302.0,3164.0,3164.0,258.0,572.0,830.0,978.0,1356.0
4,61531,1,1,2489.7714285714287,12696.0,12688.0,3300.0,3174.0,3172.0,370.0,854.0,1225.0,794.0,1154.0
4,61549,1,2,2457.35,6300.0,6300.0,1834.0,1800.0,1800.0,106.0,276.0,382.0,624.0,794.0
4,61549,1,1,2452.0833333333335,6272.0,6265.0,1836.0,1792.0,1790.0,108.0,370.0,478.0,514.0,798.0
5,61556,1,2,2582.1,300.0,300.0,316.0,300.0,300.0,40.0,82.0,122.0,66.0,112.0
5,61556,1,1,2623.8,302.0,302.0,316.0,302.0,302.0,100.0,106.0,206.0,50.0,46.0
5,61564,1,2,2482.628571428571,11912.0,11896.0,3128.0,2978.0,2974.0,250.0,552.0,803.0,965.0,1209.0
5,61564,1,1,2485.785714285714,11872.0,11856.0,3126.0,2968.0,2964.0,300.0,790.0,1091.0,855.0,1021.0
5,61572,1,1,2489.6666666666665,3689.0,3689.0,1104.0,1054.0,1054.0,158.0,290.0,448.0,268.0,338.0
5,61572,1,2,2480.95,3689.0,3689.0,1104.0,1054.0,1054.0,82.0,260.0,342.0,360.0,352.0
5,61580,1,2,2523.983333333333,2681.0,2681.0,780.0,766.0,766.0,184.0,218.0,402.0,226.0,138.0
5,61580,1,1,2518.4666666666667,2695.0,2695.0,780.0,770.0,770.0,180.0,256.0,436.0,172.0,162.0
6,61598,1,1,2490.542857142857,5976.0,5976.0,1622.0,1494.0,1494.0,142.0,460.0,602.0,394.0,498.0
6,61598,1,2,2487.3,5928.0,5928.0,1622.0,1482.0,1482.0,146.0,342.0,488.0,402.0,592.0
6,61606,1,2,2505.457142857143,1480.0,1472.0,380.0,370.0,368.0,52.0,102.0,154.0,94.0,120.0
6,61606,1,1,2492.571428571428,1480.0,1480.0,380.0,370.0,370.0,56.0,94.0,150.0,96.0,124.0
6,61614,1,1,2486.5142857142855,6456.0,6456.0,1646.0,1614.0,1614.0,170.0,396.0,566.0,474.0,574.0
6,61614,1,2,2485.371428571428,6488.0,6488.0,1646.0,1622.0,1622.0,140.0,314.0,454.0,554.0,614.0
6,61622,1,1,2464.957142857143,5472.0,5472.0,1440.0,1368.0,1368.0,84.0,280.0,364.0,382.0,622.0
6,61622,1,2,2462.1571428571433,5480.0,5480.0,1440.0,1370.0,1370.0,48.0,204.0,252.0,432.0,686.0
7,61630,1,1,2676.6,2692.0,2692.0,2844.0,2692.0,2692.0,1484.0,772.0,2256.0,280.0,156.0
7,61630,1,2,2675.2,2636.0,2636.0,2844.0,2636.0,2636.0,1052.0,772.0,1824.0,468.0,344.0
7,61648,1,1,2468.5,69632.0,69576.0,18044.0,17408.0,17394.0,1578.0,3890.0,5469.0,4421.0,7516.0
7,61648,1,2,2455.328571428571,69616.0,69528.0,18034.0,17404.0,17382.0,953.0,2468.0,3420.0,4804.0,9177.0
7,61655,1,2,2522.516666666667,42280.0,42280.0,12324.0,12080.0,12080.0,2928.0,3212.0,6140.0,3432.0,2508.0
7,61655,1,1,2526.0166666666664,42294.0,42266.0,12328.0,12084.0,12076.0,3085.0,4169.0,7258.0,2675.0,2150.0
7,61663,1,2,2519.0833333333335,7700.0,7693.0,2238.0,2200.0,2198.0,546.0,540.0,1087.0,608.0,504.0
7,61663,1,1,2503.5,7707.0,7707.0,2238.0,2202.0,2202.0,390.0,726.0,1116.0,534.0,552.0
7,61697,1,2,2468.7428571428572,6360.0,6360.0,1630.0,1590.0,1590.0,114.0,284.0,398.0,446.0,746.0
7,61697,1,1,2483.9428571428575,6352.0,6352.0,1630.0,1588.0,1588.0,180.0,398.0,578.0,442.0,568.0
7,61705,1,1,2490.8333333333335,2555.0,2555.0,750.0,730.0,730.0,86.0,246.0,332.0,196.0,202.0
7,61705,1,2,2490.7166666666667,2583.0,2583.0,750.0,738.0,738.0,100.0,164.0,264.0,234.0,240.0
7,61713,1,2,2590.0833333333335,16800.0,16793.0,4924.0,4800.0,4798.0,2593.0,1312.0,3906.0,678.0,216.0
7,61713,1,1,2580.2000000000003,16765.0,16765.0,4926.0,4790.0,4790.0,2248.0,1750.0,3998.0,570.0,222.0
7,61721,1,1,2625.1,3834.0,3830.0,3966.0,3834.0,3830.0,1248.0,1374.0,2620.0,762.0,450.0
7,61721,1,2,2571.0,3818.0,3816.0,3966.0,3818.0,3816.0,304.0,914.0,1218.0,1172.0,1426.0
7,61739,1,2,2514.171428571429,17424.0,17424.0,4438.0,4356.0,4356.0,762.0,1070.0,1832.0,1300.0,1224.0
7,61739,1,1,2522.257142857143,17392.0,17392.0,4436.0,4348.0,4348.0,886.0,1424.0,2310.0,1056.0,982.0
7,61747,1,2,2595.2,9058.0,9058.0,2650.0,2588.0,2588.0,1472.0,686.0,2158.0,322.0,108.0
7,61747,1,1,2588.2833333333333,9030.0,9030.0,2650.0,2580.0,2580.0,1354.0,858.0,2212.0,272.0,96.0
7,61754,1,2,2502.542857142857,134016.0,133872.0,34662.0,33504.0,33468.0,5997.0,6935.0,12932.0,8694.0,11879.0
7,61754,1,1,2514.8285714285716,133616.0,133368.0,34660.0,33404.0,33342.0,7099.0,9607.0,16708.0,7536.0,9160.0
7,61762,1,1,2478.2166666666667,22932.0,22925.0,6678.0,6552.0,6550.0,734.0,1782.0,2516.0,1776.0,2258.0
7,61762,1,2,2466.566666666666,22967.0,22967.0,6678.0,6562.0,6562.0,524.0,1272.0,1796.0,2118.0,2648.0
7,61770,1,1,2592.0666666666666,11788.0,11788.0,3450.0,3368.0,3368.0,1864.0,1048.0,2912.0,328.0,128.0
7,61770,1,2,2601.55,11788.0,11788.0,3450.0,3368.0,3368.0,2050.0,786.0,2836.0,424.0,108.0
7,61788,1,2,2457.5285714285715,46664.0,46584.0,12042.0,11666.0,11646.0,683.0,1634.0,2317.0,3281.0,6067.0
7,61788,1,1,2474.9714285714285,46888.0,46824.0,12046.0,11722.0,11706.0,1098.0,2803.0,3899.0,3104.0,4717.0
7,61796,1,2,2458.657142857143,117472.0,117416.0,30206.0,29368.0,29354.0,2745.0,4207.0,6953.0,7236.0,15178.0
7,61796,1,1,2472.7999999999997,116200.0,116064.0,30202.0,29050.0,29016.0,3474.0,6440.0,9914.0,6743.0,12394.0
7,61804,1,2,2599.957142857143,140512.0,140464.0,35720.0,35128.0,35116.0,17676.0,9399.0,27076.0,5579.0,2471.0
7,61804,1,1,2591.0857142857144,140416.0,140336.0,35718.0,35104.0,35084.0,16860.0,11808.0,28674.0,4316.0,2115.0
7,61812,1,1,2553.733333333333,16541.0,16541.0,4858.0,4726.0,4726.0,1728.0,1724.0,3452.0,764.0,510.0
7,61812,1,2,2557.9666666666667,16723.0,16702.0,4858.0,4778.0,4772.0,1906.0,1346.0,3252.0,1001.0,524.0
8,61820,1,1,2477.9428571428575,14928.0,14920.0,3914.0,3732.0,3730.0,364.0,884.0,1248.0,974.0,1508.0
8,61820,1,2,2469.3857142857146,14912.0,14896.0,3916.0,3728.0,3724.0,268.0,632.0,901.0,1105.0,1722.0
9,61838,1,1,2547.9333333333334,22449.0,22449.0,6524.0,6414.0,6414.0,2146.0,2342.0,4488.0,1224.0,702.0
9,61838,1,2,2549.3333333333335,22505.0,22491.0,6524.0,6430.0,6426.0,2135.0,1989.0,4125.0,1534.0,770.0
9,61846,1,1,2502.2833333333333,1806.0,1806.0,526.0,516.0,516.0,70.0,166.0,236.0,148.0,132.0
9,61846,1,2,2503.366666666667,1792.0,1792.0,526.0,512.0,512.0,74.0,120.0,194.0,182.0,136.0
9,61853,1,1,2644.7,3052.0,3052.0,3224.0,3052.0,3052.0,1198.0,1108.0,2306.0,476.0,270.0
9,61853,1,2,2628.4,3034.0,3034.0,3224.0,3034.0,3034.0,708.0,960.0,1668.0,652.0,714.0
9,61879,1,1,2504.5166666666664,2184.0,2184.0,632.0,624.0,624.0,94.0,232.0,326.0,156.0,142.0
9,61879,1,2,2500.75,2191.0,2191.0,632.0,626.0,626.0,80.0,166.0,246.0,224.0,156.0
9,61887,1,2,2500.0500000000006,3206.0,3206.0,948.0,916.0,916.0,154.0,240.0,394.0,244.0,278.0
9,61887,1,1,2502.616666666667,3213.0,3213.0,946.0,918.0,918.0,196.0,250.0,446.0,228.0,244.0
9,61903,1,1,2510.714285714286,16064.0,16056.0,4154.0,4016.0,4014.0,698.0,1202.0,1900.0,1024.0,1090.0
9,61903,1,2,2494.714285714286,16016.0,15976.0,4152.0,4004.0,3994.0,507.0,865.0,1374.0,1220.0,1412.0
9,61911,1,1,2600.14,672.0,672.0,188.0,184.0,184.0,97.0,54.0,151.0,32.0,1.0
9,61911,1,2,2572.52,665.0,665.0,188.0,182.0,182.0,73.0,47.0,120.0,45.0,17.0
9,61929,1,1,2494.25,4900.0,4900.0,1422.0,1400.0,1400.0,194.0,430.0,624.0,418.0,358.0
9,61929,1,2,2497.5833333333335,4907.0,4907.0,1422.0,1402.0,1402.0,198.0,344.0,542.0,482.0,378.0
9,61945,1,1,2501.4500000000003,1463.0,1449.0,428.0,418.0,414.0,72.0,117.0,189.0,123.0,105.0
9,61945,1,2,2493.0333333333333,1449.0,1449.0,426.0,414.0,414.0,48.0,108.0,156.0,130.0,128.0
9,61952,1,2,2508.0499999999997,5726.0,5726.0,1668.0,1636.0,1636.0,290.0,382.0,672.0,564.0,400.0
9,61952,1,1,2518.8500000000004,5733.0,5726.0,1666.0,1638.0,1636.0,344.0,574.0,920.0,406.0,312.0
9,61960,1,2,2485.1166666666663,3150.0,3150.0,926.0,900.0,900.0,116.0,178.0,294.0,330.0,276.0
9,61960,1,1,2490.35,3143.0,3094.0,926.0,898.0,884.0,109.0,282.0,392.0,249.0,256.0
9,61978,1,1,2550.4833333333336,17773.0,17773.0,5172.0,5078.0,5078.0,1698.0,1926.0,3624.0,920.0,534.0
9,61978,1,2,2548.5333333333333,17752.0,17745.0,5172.0,5072.0,5070.0,1716.0,1508.0,3226.0,1222.0,624.0
10,61994,1,2,2497.5833333333335,756.0,756.0,216.0,216.0,216.0,46.0,48.0,94.0,46.0,76.0
10,61994,1,1,2497.0666666666666,756.0,756.0,216.0,216.0,216.0,44.0,54.0,98.0,46.0,72.0
10,62042,1,2,2468.7750000000005,504.0,504.0,124.0,124.0,124.0,5.0,33.0,38.0,43.0,43.0
10,62042,1,1,2448.3250000000003,504.0,504.0,124.0,124.0,124.0,2.0,29.0,31.0,43.0,50.0
10,62109,1,1,2577.6833333333334,1183.0,1183.0,342.0,338.0,338.0,152.0,132.0,284.0,36.0,18.0
